"526" | BBox: (53.880001068115234, 782.2770385742188, 67.5, 792.239990234375)
"AS," | BBox: (321.6700134277344, 479.8510437011719, 334.9540100097656, 489.8140563964844)
"智" | BBox: (334.8699951171875, 480.1390686035156, 343.8699951171875, 489.1390686035156)
"CL," | BBox: (343.3900146484375, 479.8510437011719, 356.6739807128906, 489.8140563964844)
"新西兰" | BBox: (356.5899963378906, 480.1390686035156, 382.7530212402344, 489.1390686035156)
"NZ," | BBox: (382.3900146484375, 479.8510437011719, 396.1600036621094, 489.8140563964844)
"新加坡" | BBox: (396.07000732421875, 480.1390686035156, 422.2330322265625, 489.1390686035156)
"SG," | BBox: (421.75, 479.8510437011719, 435.1600036621094, 489.8140563964844)
"秘" | BBox: (434.95001220703125, 480.1390686035156, 443.95001220703125, 489.1390686035156)
"PE," | BBox: (443.5, 479.8510437011719, 455.95599365234375, 489.8140563964844)
"哥" | BBox: (455.739990234375, 480.1390686035156, 464.739990234375, 489.1390686035156)
"CR," | BBox: (304.489990234375, 491.8510437011719, 318.260009765625, 501.8140563964844)
"瑞" | BBox: (318.07000732421875, 492.1390686035156, 327.07000732421875, 501.1390686035156)
"CH," | BBox: (326.7099914550781, 491.8510437011719, 340.95697021484375, 501.8140563964844)
"冰" | BBox: (340.8699951171875, 492.1390686035156, 349.8699951171875, 501.1390686035156)
"IS," | BBox: (349.3900146484375, 491.8510437011719, 359.3260192871094, 501.8140563964844)
"澳" | BBox: (359.1099853515625, 492.1390686035156, 368.1099853515625, 501.1390686035156)
"AU," | BBox: (367.75, 491.8510437011719, 382.47998046875, 501.8140563964844)
"格" | BBox: (382.3900146484375, 492.1390686035156, 391.3900146484375, 501.1390686035156)
"GE," | BBox: (391.0299987792969, 491.8510437011719, 404.79998779296875, 501.8140563964844)
"毛" | BBox: (404.5899963378906, 492.1390686035156, 413.5899963378906, 501.1390686035156)
"MU," | BBox: (413.1099853515625, 491.8510437011719, 429.5169982910156, 501.8140563964844)
"柬" | BBox: (429.30999755859375, 492.1390686035156, 438.30999755859375, 501.1390686035156)
"KH," | BBox: (437.95001220703125, 491.8510437011719, 452.67999267578125, 501.8140563964844)
"厄" | BBox: (452.6199951171875, 492.1390686035156, 461.6199951171875, 501.1390686035156)
"EC," | BBox: (304.489990234375, 503.8510437011719, 317.782958984375, 513.8140258789062)
"马" | BBox: (317.5899963378906, 504.1390686035156, 326.5899963378906, 513.1390380859375)
"MV," | BBox: (326.1099853515625, 503.8510437011719, 341.3199768066406, 513.8140258789062)
"港" | BBox: (341.2300109863281, 504.1390686035156, 350.2300109863281, 513.1390380859375)
"HK," | BBox: (349.75, 503.8510437011719, 364.5999755859375, 513.8140258789062)
"澳门" | BBox: (364.510009765625, 504.1390686035156, 382.0299987792969, 513.1390380859375)
"MO" | BBox: (381.54998779296875, 503.8510437011719, 398.0799865722656, 513.8140258789062)
"0" | BBox: (473.8599853515625, 479.8510437011719, 480.42999267578125, 489.8140563964844)
"惠" | BBox: (486.5799865722656, 480.1390686035156, 495.5799865722656, 489.1390686035156)
"LD" | BBox: (495.2200012207031, 479.8510437011719, 508.989990234375, 489.8140563964844)
"50" | BBox: (527.8599853515625, 479.8510437011719, 539.1099853515625, 489.8140563964844)
"5.3" | BBox: (283.010009765625, 516.3310546875, 295.94000244140625, 526.2940063476562)
"韩" | BBox: (304.489990234375, 516.6190185546875, 313.489990234375, 525.6190185546875)
"KR" | BBox: (313.010009765625, 516.3310546875, 327.5199890136719, 526.2940063476562)
"14.7" | BBox: (280.8500061035156, 528.8110961914062, 298.1000061035156, 538.7740478515625)
"东盟" | BBox: (304.489990234375, 529.0990600585938, 322.0099792480469, 538.0990600585938)
"R" | BBox: (321.6700134277344, 527.5240478515625, 325.6720275878906, 534.1660766601562)
"AS" | BBox: (325.510009765625, 528.8110961914062, 336.7539978027344, 538.7740478515625)
"R" | BBox: (336.54998779296875, 527.5240478515625, 340.552001953125, 534.1660766601562)
"," | BBox: (340.2699890136719, 528.8110961914062, 342.5199890136719, 538.7740478515625)
"韩" | BBox: (342.42999267578125, 529.0990600585938, 351.42999267578125, 538.0990600585938)
"R" | BBox: (351.07000732421875, 527.5240478515625, 355.072021484375, 534.1660766601562)
"KR" | BBox: (354.7900085449219, 528.8110961914062, 367.15301513671875, 538.7740478515625)
"R" | BBox: (366.9100036621094, 527.5240478515625, 370.9120178222656, 534.1660766601562)
"15" | BBox: (283.9700012207031, 541.2910766601562, 294.8599853515625, 551.2540283203125)
"日" | BBox: (304.489990234375, 541.5790405273438, 313.489990234375, 550.5790405273438)
"R" | BBox: (313.010009765625, 540.0040283203125, 317.01202392578125, 546.6460571289062)
"JP" | BBox: (316.8699951171875, 541.2910766601562, 325.1139831542969, 551.2540283203125)
"R" | BBox: (325.0299987792969, 540.0040283203125, 329.0320129394531, 546.6460571289062)
"16" | BBox: (283.9700012207031, 553.8910522460938, 294.8599853515625, 563.85400390625)
"澳" | BBox: (304.489990234375, 554.1790161132812, 313.489990234375, 563.1790161132812)
"R" | BBox: (313.010009765625, 552.6040649414062, 317.01202392578125, 559.24609375)
"AU" | BBox: (316.8699951171875, 553.8910522460938, 329.60797119140625, 563.85400390625)
"R" | BBox: (329.4700012207031, 552.6040649414062, 333.4720153808594, 559.24609375)
"," | BBox: (333.19000244140625, 553.8910522460938, 335.44000244140625, 563.85400390625)
"新西兰" | BBox: (335.3500061035156, 554.1790161132812, 361.5130310058594, 563.1790161132812)
"R" | BBox: (361.1499938964844, 552.6040649414062, 365.1520080566406, 559.24609375)
"NZ" | BBox: (364.8699951171875, 553.8910522460938, 376.6089782714844, 563.85400390625)
"R" | BBox: (376.510009765625, 552.6040649414062, 380.51202392578125, 559.24609375)
"17.3" | BBox: (280.8500061035156, 566.3710327148438, 298.1000061035156, 576.333984375)
"尼" | BBox: (304.489990234375, 566.6589965820312, 313.489990234375, 575.6589965820312)
"NI" | BBox: (313.010009765625, 566.3710327148438, 324.3999938964844, 576.333984375)
"3328" | BBox: (43.08000183105469, 579.2263793945312, 59.48999786376953, 588.1266479492188)
"4012.1900 --" | BBox: (61.560001373291016, 578.3710327148438, 106.33700561523438, 588.333984375)
"其他" | BBox: (106.0999984741211, 578.6589965820312, 123.73999786376953, 587.6589965820312)
"20" | BBox: (243.64999389648438, 578.3710327148438, 254.89999389648438, 588.333984375)
"0" | BBox: (286.1300048828125, 578.3710327148438, 292.70001220703125, 588.333984375)
"东盟" | BBox: (304.489990234375, 578.6589965820312, 322.0099792480469, 587.6589965820312)
"AS," | BBox: (321.6700134277344, 578.3710327148438, 334.9540100097656, 588.333984375)
"智" | BBox: (334.8699951171875, 578.6589965820312, 343.8699951171875, 587.6589965820312)
"CL," | BBox: (343.3900146484375, 578.3710327148438, 356.6739807128906, 588.333984375)
"新西兰" | BBox: (356.5899963378906, 578.6589965820312, 382.7530212402344, 587.6589965820312)
"NZ," | BBox: (382.3900146484375, 578.3710327148438, 396.1600036621094, 588.333984375)
"新加坡" | BBox: (396.07000732421875, 578.6589965820312, 422.2330322265625, 587.6589965820312)
"SG," | BBox: (421.75, 578.3710327148438, 435.1600036621094, 588.333984375)
"秘" | BBox: (434.95001220703125, 578.6589965820312, 443.95001220703125, 587.6589965820312)
"PE," | BBox: (443.5, 578.3710327148438, 455.95599365234375, 588.333984375)
"哥" | BBox: (455.739990234375, 578.6589965820312, 464.739990234375, 587.6589965820312)
"CR," | BBox: (304.489990234375, 590.3710327148438, 318.260009765625, 600.333984375)
"瑞" | BBox: (318.07000732421875, 590.6589965820312, 327.07000732421875, 599.6589965820312)
"CH," | BBox: (326.7099914550781, 590.3710327148438, 340.95697021484375, 600.333984375)
"冰" | BBox: (340.8699951171875, 590.6589965820312, 349.8699951171875, 599.6589965820312)
"IS," | BBox: (349.3900146484375, 590.3710327148438, 359.3260192871094, 600.333984375)
"澳" | BBox: (359.1099853515625, 590.6589965820312, 368.1099853515625, 599.6589965820312)
"AU," | BBox: (367.75, 590.3710327148438, 382.47998046875, 600.333984375)
"格" | BBox: (382.3900146484375, 590.6589965820312, 391.3900146484375, 599.6589965820312)
"GE," | BBox: (391.0299987792969, 590.3710327148438, 404.79998779296875, 600.333984375)
"毛" | BBox: (404.5899963378906, 590.6589965820312, 413.5899963378906, 599.6589965820312)
"MU," | BBox: (413.1099853515625, 590.3710327148438, 429.5169982910156, 600.333984375)
"柬" | BBox: (429.30999755859375, 590.6589965820312, 438.30999755859375, 599.6589965820312)
"KH," | BBox: (437.95001220703125, 590.3710327148438, 452.67999267578125, 600.333984375)
"马" | BBox: (452.6199951171875, 590.6589965820312, 461.6199951171875, 599.6589965820312)
"MV," | BBox: (304.489990234375, 602.3710327148438, 319.6999816894531, 612.333984375)
"港" | BBox: (319.510009765625, 602.6589965820312, 328.510009765625, 611.6589965820312)
"HK," | BBox: (328.0299987792969, 602.3710327148438, 342.8799743652344, 612.333984375)
"澳门" | BBox: (342.6700134277344, 602.6589965820312, 360.3100280761719, 611.6589965820312)
"MO" | BBox: (359.8299865722656, 602.3710327148438, 376.3599853515625, 612.333984375)
"0" | BBox: (473.8599853515625, 578.3710327148438, 480.42999267578125, 588.333984375)
"惠" | BBox: (486.5799865722656, 578.6589965820312, 495.5799865722656, 587.6589965820312)
"LD" | BBox: (495.2200012207031, 578.3710327148438, 508.989990234375, 588.333984375)
"50" | BBox: (527.8599853515625, 578.3710327148438, 539.1099853515625, 588.333984375)
"5.3" | BBox: (283.010009765625, 614.85107421875, 295.94000244140625, 624.8140258789062)
"韩" | BBox: (304.489990234375, 615.1390380859375, 313.489990234375, 624.1390380859375)
"KR" | BBox: (313.010009765625, 614.85107421875, 327.5199890136719, 624.8140258789062)
"12" | BBox: (283.9700012207031, 627.361083984375, 294.8599853515625, 637.3240356445312)
"东盟" | BBox: (304.489990234375, 627.6490478515625, 322.0099792480469, 636.6490478515625)
"R" | BBox: (321.6700134277344, 626.0740356445312, 325.6720275878906, 632.716064453125)
"AS" | BBox: (325.510009765625, 627.361083984375, 336.7539978027344, 637.3240356445312)
"R" | BBox: (336.54998779296875, 626.0740356445312, 340.552001953125, 632.716064453125)
"," | BBox: (340.2699890136719, 627.361083984375, 342.5199890136719, 637.3240356445312)
"澳" | BBox: (342.42999267578125, 627.6490478515625, 351.42999267578125, 636.6490478515625)
"R" | BBox: (351.07000732421875, 626.0740356445312, 355.072021484375, 632.716064453125)
"AU" | BBox: (354.9100036621094, 627.361083984375, 367.6479797363281, 637.3240356445312)
"R" | BBox: (367.3900146484375, 626.0740356445312, 371.39202880859375, 632.716064453125)
"," | BBox: (371.1099853515625, 627.361083984375, 373.3599853515625, 637.3240356445312)
"韩" | BBox: (373.2699890136719, 627.6490478515625, 382.2699890136719, 636.6490478515625)
"R" | BBox: (381.9100036621094, 626.0740356445312, 385.9120178222656, 632.716064453125)
"KR" | BBox: (385.6300048828125, 627.361083984375, 397.99298095703125, 637.3240356445312)
"R" | BBox: (397.75, 626.0740356445312, 401.75201416015625, 632.716064453125)
"," | BBox: (401.4700012207031, 627.361083984375, 403.7200012207031, 637.3240356445312)
"新西兰" | BBox: (403.6300048828125, 627.6490478515625, 429.9100341796875, 636.6490478515625)
"R" | BBox: (429.42999267578125, 626.0740356445312, 433.4320068359375, 632.716064453125)
"NZ" | BBox: (433.2699890136719, 627.361083984375, 445.00897216796875, 637.3240356445312)
"R" | BBox: (444.94000244140625, 626.0740356445312, 448.9420166015625, 632.716064453125)
"15" | BBox: (283.9700012207031, 639.841064453125, 294.8599853515625, 649.8040161132812)
"日" | BBox: (304.489990234375, 640.1290283203125, 313.489990234375, 649.1290283203125)
"R" | BBox: (313.010009765625, 638.5540161132812, 317.01202392578125, 645.196044921875)
"JP" | BBox: (316.8699951171875, 639.841064453125, 325.1139831542969, 649.8040161132812)
"R" | BBox: (325.0299987792969, 638.5540161132812, 329.0320129394531, 645.196044921875)
"17.3" | BBox: (280.8500061035156, 652.321044921875, 298.1000061035156, 662.2839965820312)
"尼" | BBox: (304.489990234375, 652.6090087890625, 313.489990234375, 661.6090087890625)
"NI" | BBox: (313.010009765625, 652.321044921875, 324.3999938964844, 662.2839965820312)
"-" | BBox: (100.58000183105469, 664.321044921875, 103.5770034790039, 674.2839965820312)
"旧的充气轮胎：" | BBox: (103.33999633789062, 664.6090087890625, 163.94598388671875, 673.6090087890625)
"3329" | BBox: (43.08000183105469, 677.1763916015625, 59.48999786376953, 686.07666015625)
"4012.2010 ---" | BBox: (61.560001373291016, 676.321044921875, 109.09700775146484, 686.2839965820312)
"汽车用" | BBox: (108.9800033569336, 676.6090087890625, 135.14300537109375, 685.6090087890625)
"25" | BBox: (243.64999389648438, 676.321044921875, 254.89999389648438, 686.2839965820312)
"0" | BBox: (286.1300048828125, 676.321044921875, 292.70001220703125, 686.2839965820312)
"东盟" | BBox: (304.489990234375, 676.6090087890625, 322.0099792480469, 685.6090087890625)
"AS," | BBox: (321.6700134277344, 676.321044921875, 334.9540100097656, 686.2839965820312)
"智" | BBox: (334.8699951171875, 676.6090087890625, 343.8699951171875, 685.6090087890625)
"CL," | BBox: (343.3900146484375, 676.321044921875, 356.6739807128906, 686.2839965820312)
"新西兰" | BBox: (356.5899963378906, 676.6090087890625, 382.7530212402344, 685.6090087890625)
"NZ," | BBox: (382.3900146484375, 676.321044921875, 396.1600036621094, 686.2839965820312)
"新加坡" | BBox: (396.07000732421875, 676.6090087890625, 422.2330322265625, 685.6090087890625)
"SG," | BBox: (421.75, 676.321044921875, 435.1600036621094, 686.2839965820312)
"哥" | BBox: (434.95001220703125, 676.6090087890625, 443.95001220703125, 685.6090087890625)
"CR," | BBox: (443.6199951171875, 676.321044921875, 457.3900146484375, 686.2839965820312)
"冰" | BBox: (304.489990234375, 688.6090087890625, 313.489990234375, 697.6090087890625)
"IS," | BBox: (313.010009765625, 688.321044921875, 322.82000732421875, 698.2839965820312)
"澳" | BBox: (322.75, 688.6090087890625, 331.75, 697.6090087890625)
"AU," | BBox: (331.3900146484375, 688.321044921875, 346.1199951171875, 698.2839965820312)
"格" | BBox: (346.0299987792969, 688.6090087890625, 355.0299987792969, 697.6090087890625)
"GE," | BBox: (354.6700134277344, 688.321044921875, 368.322998046875, 698.2839965820312)
"毛" | BBox: (368.2300109863281, 688.6090087890625, 377.2300109863281, 697.6090087890625)
"MU," | BBox: (376.75, 688.321044921875, 393.1659851074219, 698.2839965820312)
"柬" | BBox: (392.95001220703125, 688.6090087890625, 401.95001220703125, 697.6090087890625)
"KH," | BBox: (401.5899963378906, 688.321044921875, 416.3199768066406, 698.2839965820312)
"马" | BBox: (416.2300109863281, 688.6090087890625, 425.2300109863281, 697.6090087890625)
"MV," | BBox: (424.8699951171875, 688.321044921875, 440.0799865722656, 698.2839965820312)
"港" | BBox: (439.8699951171875, 688.6090087890625, 448.8699951171875, 697.6090087890625)
"HK," | BBox: (448.4200134277344, 688.321044921875, 463.2699890136719, 698.2839965820312)
"澳门" | BBox: (304.489990234375, 700.6090087890625, 322.0099792480469, 709.6090087890625)
"MO" | BBox: (321.54998779296875, 700.321044921875, 338.0799865722656, 710.2839965820312)
"0" | BBox: (473.8599853515625, 676.321044921875, 480.42999267578125, 686.2839965820312)
"惠" | BBox: (486.5799865722656, 676.6090087890625, 495.5799865722656, 685.6090087890625)
"LD" | BBox: (495.2200012207031, 676.321044921875, 508.989990234375, 686.2839965820312)
"50" | BBox: (527.8599853515625, 676.321044921875, 539.1099853515625, 686.2839965820312)
"11.2" | BBox: (280.9700012207031, 712.9210815429688, 297.8599853515625, 722.884033203125)
"韩" | BBox: (304.489990234375, 713.2090454101562, 313.489990234375, 722.2090454101562)
"KR" | BBox: (313.010009765625, 712.9210815429688, 327.5199890136719, 722.884033203125)
"20" | BBox: (283.9700012207031, 725.4010620117188, 294.8599853515625, 735.364013671875)
"东盟" | BBox: (304.489990234375, 725.6890258789062, 322.0099792480469, 734.6890258789062)
"R" | BBox: (321.6700134277344, 724.114013671875, 325.6720275878906, 730.7560424804688)
"AS" | BBox: (325.510009765625, 725.4010620117188, 336.7539978027344, 735.364013671875)
"R" | BBox: (336.54998779296875, 724.114013671875, 340.552001953125, 730.7560424804688)
"," | BBox: (340.2699890136719, 725.4010620117188, 342.5199890136719, 735.364013671875)
"澳" | BBox: (342.42999267578125, 725.6890258789062, 351.42999267578125, 734.6890258789062)
"R" | BBox: (351.07000732421875, 724.114013671875, 355.072021484375, 730.7560424804688)
"AU" | BBox: (354.9100036621094, 725.4010620117188, 367.6479797363281, 735.364013671875)
"R" | BBox: (367.3900146484375, 724.114013671875, 371.39202880859375, 730.7560424804688)
"," | BBox: (371.1099853515625, 725.4010620117188, 373.3599853515625, 735.364013671875)
"韩" | BBox: (373.2699890136719, 725.6890258789062, 382.2699890136719, 734.6890258789062)
"R" | BBox: (381.9100036621094, 724.114013671875, 385.9120178222656, 730.7560424804688)
"KR" | BBox: (385.6300048828125, 725.4010620117188, 397.99298095703125, 735.364013671875)
"R" | BBox: (397.75, 724.114013671875, 401.75201416015625, 730.7560424804688)
"," | BBox: (401.4700012207031, 725.4010620117188, 403.7200012207031, 735.364013671875)
"新西兰" | BBox: (403.6300048828125, 725.6890258789062, 429.9100341796875, 734.6890258789062)
"R" | BBox: (429.42999267578125, 724.114013671875, 433.4320068359375, 730.7560424804688)
"NZ" | BBox: (433.2699890136719, 725.4010620117188, 445.00897216796875, 735.364013671875)
"R" | BBox: (444.94000244140625, 724.114013671875, 448.9420166015625, 730.7560424804688)
"21.7" | BBox: (280.8500061035156, 737.8770751953125, 298.1000061035156, 747.8400268554688)
"尼" | BBox: (304.489990234375, 738.1650390625, 313.489990234375, 747.1650390625)
"NI" | BBox: (313.010009765625, 737.8770751953125, 324.3999938964844, 747.8400268554688)
